"","pathway","pval","padj","log2err","ES","NES","size"
"44","BIOCARTA_GLEEVEC_PATHWAY",0.162523900573614,0.412698412698413,0.150169802128406,0.451236560014638,1.29679878884419,23
"45","BIOCARTA_GPCR_PATHWAY",0.671179883945841,0.969277167039595,0.0626618230932491,0.285156894174004,0.84945063056765,28
"46","BIOCARTA_GSK3_PATHWAY",0.0485074626865672,0.183799547216147,0.282013350011725,0.556909833317039,1.58207309054453,21
"47","BIOCARTA_HCMV_PATHWAY",0.115009746588694,0.335798100515765,0.183023938384487,0.524717126190249,1.39355409194434,17
"48","BIOCARTA_HDAC_PATHWAY",0.919694072657744,1,0.0474483193656297,0.225651831959971,0.648495818638166,23
"49","BIOCARTA_HER2_PATHWAY",0.0900562851782364,0.284372879713095,0.204294756516886,0.504884104357269,1.45305589980513,22
"50","BIOCARTA_HIVNEF_PATHWAY",0.000984657824954447,0.0101745897905718,0.45505986738723,0.518035089729041,1.78635851516987,53
"51","BIOCARTA_IGF1MTOR_PATHWAY",0.576998050682261,0.899272906623391,0.0704500850658419,0.341894328911729,0.908009701392435,17
"52","BIOCARTA_IGF1R_PATHWAY",0.977485928705441,1,0.0438002031299891,0.191799471660112,0.551998669536286,22
"53","BIOCARTA_IGF1_PATHWAY",0.189493433395872,0.452876504391196,0.136490437780413,0.438675820311391,1.26250853077812,22
"54","BIOCARTA_IL12_PATHWAY",0.0240596645649227,0.105730085565119,0.352487857583619,0.586723656679751,1.55823225848009,17
"55","BIOCARTA_IL1R_PATHWAY",0.000721807989977315,0.00804060528370079,0.477270815362862,0.612174898188521,1.86819470678625,30
"56","BIOCARTA_IL2RB_PATHWAY",0.00255538987005885,0.0214742411887401,0.431707695803346,0.56003917388362,1.74732318412836,34
"57","BIOCARTA_IL2_PATHWAY",0.100746268656716,0.305426979028906,0.191892240384838,0.504456187776949,1.43306243182504,21
"58","BIOCARTA_IL6_PATHWAY",0.0914179104477612,0.287142158062148,0.20207170902116,0.512239463291709,1.45517321172428,21
"59","BIOCARTA_IL7_PATHWAY",0.0118719055707657,0.0661237531208926,0.380730400722792,0.643332075512869,1.67635126948293,16
"60","BIOCARTA_INFLAM_PATHWAY",0.00904170937928995,0.0534688739837023,0.380730400722792,0.63432222209619,1.73397034017794,18
"61","BIOCARTA_INSULIN_PATHWAY",0.159474671669794,0.408493945079311,0.150169802128406,0.451149670042505,1.29840825665313,22
"62","BIOCARTA_INTEGRIN_PATHWAY",0.751893939393939,1,0.0562940749700968,0.262094956009958,0.814734898362975,33
"63","BIOCARTA_INTRINSIC_PATHWAY",0.0147087219216813,0.0757173017380618,0.380730400722792,0.61038930276074,1.69317788341617,19
"64","BIOCARTA_KERATINOCYTE_PATHWAY",0.0497237569060773,0.186075621546961,0.276500599254472,0.420413697112178,1.38688085644585,45
"65","BIOCARTA_MAL_PATHWAY",0.853503184713376,1,0.0557104226766671,-0.252812543224914,-0.70244314636638,18
"66","BIOCARTA_MAPK_PATHWAY",0.369718309859155,0.699980515504092,0.0886261133285098,0.291371336344016,1.06255303281033,76
"67","BIOCARTA_MCALPAIN_PATHWAY",0.087719298245614,0.281053805081265,0.211400189384923,0.543020266998014,1.44216393426698,17
"68","BIOCARTA_MEF2D_PATHWAY",0.743639921722113,1,0.0583452776743612,0.30510601325725,0.787296800159617,15
"69","BIOCARTA_MET_PATHWAY",0.0511363636363636,0.189145314145314,0.276500599254472,0.482883487907733,1.50106677148994,33
"70","BIOCARTA_MITOCHONDRIA_PATHWAY",0.0380089733230032,0.151089611798494,0.321775918075361,0.570749594065333,1.58322006180206,19
"71","BIOCARTA_MPR_PATHWAY",0.988700564971751,1,0.0434506826723125,0.176410098150994,0.482231060565486,18
"72","BIOCARTA_MTA3_PATHWAY",0.389513108614232,0.71972216972217,0.0891647117820678,0.377858038572245,1.04815217286388,19
"73","BIOCARTA_MTOR_PATHWAY",0.949438202247191,1,0.0450442767152794,0.213566030946384,0.592417459827488,19
"74","BIOCARTA_NFAT_PATHWAY",0.000987721138333167,0.0101745897905718,0.45505986738723,0.541787267777446,1.78727380936436,45
"75","BIOCARTA_NFKB_PATHWAY",0.00197674604110454,0.0175344695127607,0.431707695803346,0.649892354485661,1.8462184437621,21
"76","BIOCARTA_NGF_PATHWAY",0.0955056179775281,0.29609832369732,0.197822021315103,0.521459663550238,1.44649318954888,19
"77","BIOCARTA_NKCELLS_PATHWAY",0.00472867893801197,0.0325904634720537,0.407017918923954,0.652789411842618,1.73369099395736,17
"78","BIOCARTA_NKT_PATHWAY",0.000117360688477133,0.00204420981020171,0.538434096309916,0.743532990506421,2.06250930254135,19
"79","BIOCARTA_NOS1_PATHWAY",0.0641025641025641,0.224945994176763,0.261663521711573,-0.510989315037538,-1.43793091371858,19
"80","BIOCARTA_NTHI_PATHWAY",0.00278300389094787,0.0228067073705313,0.431707695803346,0.648240801234242,1.86563631653035,22
"81","BIOCARTA_NUCLEARRS_PATHWAY",0.402298850574713,0.734099616858238,0.0886261133285098,0.353751444507073,1.02591069594196,25
"82","BIOCARTA_P38MAPK_PATHWAY",0.0208260588959224,0.0954610737908788,0.352487857583619,0.506765725907613,1.56775922280955,32
"83","BIOCARTA_PAR1_PATHWAY",0.393258426966292,0.723112424248959,0.0886261133285098,0.376106296198571,1.04329296017596,19
"84","BIOCARTA_PDGF_PATHWAY",0.191570881226054,0.454269564887523,0.137250779610133,0.410178063872439,1.23758169160363,29
"85","BIOCARTA_PITX2_PATHWAY",0.129158512720157,0.357348703170029,0.172324344900946,0.525565981738709,1.35617260137957,15
"86","BIOCARTA_PML_PATHWAY",0.0704500978473581,0.24103997763489,0.237793834423688,0.563728157719114,1.46892475722176,16
"87","BIOCARTA_PTEN_PATHWAY",0.538160469667319,0.86406390929004,0.0741758965588009,0.357768282846846,0.932248426526716,16
"88","BIOCARTA_PYK2_PATHWAY",0.989583333333333,1,0.0480220415968251,-0.180026837330024,-0.554100385539617,25
"89","BIOCARTA_RAC1_PATHWAY",0.35634328358209,0.684121975293871,0.0940503465727813,0.377553595999573,1.0725567205584,21
"90","BIOCARTA_RACCYCD_PATHWAY",0.174329501915709,0.436051338995428,0.144630528034484,0.443853416291781,1.28721443904948,25
"91","BIOCARTA_RAS_PATHWAY",0.25,0.543083900226757,0.116234148779716,0.422231477090209,1.19947793686201,21
"92","BIOCARTA_RELA_PATHWAY",0.0528375733855186,0.193199982073766,0.276500599254472,0.588175385757625,1.51773016269329,15
"93","BIOCARTA_RHO_PATHWAY",0.11460258780037,0.335747030925854,0.178219874951973,0.504665429512406,1.42183587917573,20
"94","BIOCARTA_SHH_PATHWAY",0.0489236790606654,0.183799547216147,0.287857117255149,0.594997767404205,1.53533466410078,15
"95","BIOCARTA_SPRY_PATHWAY",0.438356164383562,0.780567296430208,0.0850427463764322,0.384357357023546,1.00153244009771,16
"96","BIOCARTA_STATHMIN_PATHWAY",0.455056179775281,0.794068889298213,0.0806388495950661,0.359361353962617,0.996843643772861,19
"97","BIOCARTA_STRESS_PATHWAY",0.0806754221388368,0.264681693181526,0.216542836735348,0.496500492479808,1.44339204804351,24
"98","BIOCARTA_TCR_PATHWAY",0.0110149054534789,0.0624395232214957,0.380730400722792,0.493652376162491,1.60067814916943,41
"99","BIOCARTA_TEL_PATHWAY",0.0880626223091976,0.281140642303433,0.211400189384923,0.548218657713601,1.42851114967303,16
"100","BIOCARTA_TFF_PATHWAY",0.0503731343283582,0.187772228352401,0.276500599254472,0.552884385772243,1.57063757287718,21
"101","BIOCARTA_TGFB_PATHWAY",0.00805308889462799,0.048828222538314,0.380730400722792,0.631271783505682,1.67654405226024,17
"102","BIOCARTA_TNFR1_PATHWAY",0.214700193423598,0.490889702386173,0.129442887745046,0.41003587620485,1.22145121059227,28
"103","BIOCARTA_TNFR2_PATHWAY",0.0059792592257126,0.0379346380015409,0.407017918923954,0.664839766307316,1.73239455745077,16
"104","BIOCARTA_TOB1_PATHWAY",1.70106465660429e-05,0.000428847352901817,0.575610261071129,0.803335046518261,2.09327620417098,16
"105","BIOCARTA_TOLL_PATHWAY",0.0150170013885509,0.0757173017380618,0.380730400722792,0.566886213526263,1.64801257026463,24
"106","BIOCARTA_TPO_PATHWAY",0.754789272030651,1,0.0566484183613995,0.274254245904989,0.795361739578135,25
"107","BIOCARTA_VDR_PATHWAY",0.824626865671642,1,0.0513223330421143,0.25062334509521,0.711972435063226,21
"108","BIOCARTA_VIP_PATHWAY",0.298311444652908,0.610292709330891,0.105125131597001,0.38515626610191,1.11969977908579,24
"109","BIOCARTA_WNT_PATHWAY",0.682600382409178,0.977475584974578,0.0613026075396207,0.288797910703963,0.829969940399958,23
"110","REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT",1,1,0.0392758570896778,0.122655637590997,0.460559485062345,93
"111","REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS",0.70961145194274,1,0.0626618230932491,-0.299092521479292,-0.820615083459705,17
"112","REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION",0.527724665391969,0.855431860313886,0.0739901439101341,0.323331235737474,0.929214500895602,23
"113","REACTOME_ACTIVATION_OF_APC_C_AND_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS",0.994652406417112,1,0.0406579344155557,0.170094069911654,0.617003549039067,74
"114","REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS",0.199626865671642,0.468731709101551,0.132147260608774,0.390071065945004,1.23036164949876,35
"115","REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS",0.854990583804143,1,0.0500922874402106,0.255660186308838,0.698867491602187,18
"116","REACTOME_ACTIVATION_OF_G_PROTEIN_GATED_POTASSIUM_CHANNELS",0.514506769825919,0.845730129265927,0.0758886900606117,0.318580257431716,0.949015107439917,28
"117","REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON",0.0176438468444242,0.0845140263847918,0.352487857583619,0.600496796303853,1.59481123432074,17
"118","REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING",0.314345991561181,0.629815745393635,0.109250039480711,-0.34471669220256,-1.11694539882571,31
"119","REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES",0.0619136960600375,0.219678966020429,0.248911114434702,0.535779369819388,1.54197243999394,22
"120","REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS",0.778584392014519,1,0.0526973085708419,0.235826745416733,0.830497932868155,62
"121","REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS",0.00280917689950177,0.0228067073705313,0.431707695803346,-0.531423170570246,-1.77002527074694,36
"122","REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S",0.149819494584838,0.392836448889721,0.152144922367565,0.364925056552906,1.2583838336378,53
"123","REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX",0.0814393939393939,0.265370542156256,0.216542836735348,0.467987415117446,1.43297152086396,31
"124","REACTOME_ACYL_CHAIN_REMODELLING_OF_PC",0.468451242829828,0.80860592906482,0.0802023444698144,0.337034438592587,0.968595833084687,23
"125","REACTOME_ACYL_CHAIN_REMODELLING_OF_PE",0.307835820895522,0.622166068392216,0.102821842840815,0.392769037283816,1.11578084550011,21
"126","REACTOME_ACYL_CHAIN_REMODELLING_OF_PG",0.772994129158513,1,0.0565299525056311,0.296498140622751,0.765085010529604,15
"127","REACTOME_ACYL_CHAIN_REMODELLING_OF_PS",0.337099811676083,0.657722239482052,0.0978773277424561,0.403610301173975,1.103300920017,18
"128","REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS",0.976987447698745,1,0.0487989701682839,-0.183406620735559,-0.576219060010596,27
"129","REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1",0.472795497185741,0.811123520361603,0.0787113806986485,0.337517622553065,0.981207994446161,24
"130","REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12",0.637707948243993,0.950115419001158,0.0629394692018967,0.303342907830848,0.854633198204426,20
"131","REACTOME_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION",0.894934333958724,1,0.0478299633114229,0.233410734721209,0.671755839087586,22
"132","REACTOME_AGGREPHAGY",0.217299578059072,0.495649989953787,0.135002033828631,-0.372945303833541,-1.20841128542088,31
"133","REACTOME_AMINE_LIGAND_BINDING_RECEPTORS",0.140724946695096,0.378101925701788,0.172324344900946,-0.385273706211773,-1.28324136754784,36
"134","REACTOME_AMINO_ACIDS_REGULATE_MTORC1",0.836601307189543,1,0.0578529757032509,-0.224786727419434,-0.795642741232802,48
"135","REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE",0.00859429055062441,0.0514583146718636,0.380730400722792,0.565017941715267,1.66858207554779,27
"136","REACTOME_AMPLIFICATION_OF_SIGNAL_FROM_THE_KINETOCHORES",1,1,0.0380842053196415,0.125088850311596,0.46835271385441,86
"137","REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE",0.992665036674817,1,0.0552495663125249,-0.166003189567908,-0.65218884622584,89
"138","REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS",8.23359966340974e-05,0.00155978749499605,0.538434096309916,0.694851712467212,2.0151318531208,25
"139","REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC",0.182674199623352,0.447575148949287,0.139599673451922,0.467965765993037,1.27922171127646,18
"140","REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION",0.000542247574125387,0.00641324908656939,0.477270815362862,0.508969018890756,1.79240788544043,62
"141","REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION",1,1,0.0342688261591917,0.0919530513625838,0.401735634107177,283
"142","REACTOME_ANTIMICROBIAL_PEPTIDES",4.57228479633229e-07,2.57661696169784e-05,0.674962860011025,0.763144878057029,2.25368040651311,27
"143","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES",0.874274661508704,1,0.0502948063662358,0.233828875850401,0.696550180248652,28
"144","REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A",0.932432432432432,1,0.0472587336673259,0.221877847082136,0.650044165395135,26
"145","REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B",0.727954971857411,1,0.0573667426768556,0.277252368063678,0.806008995813071,24
"146","REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1",0.978533094812165,1,0.0415717899246479,0.178599754848944,0.642718434754771,71
"147","REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS",0.631849315068493,0.947618625800927,0.0597317976364411,0.245979582086379,0.917798940169841,84
"148","REACTOME_APOPTOSIS",0.0180830228977157,0.0857600788911465,0.352487857583619,0.394388975013857,1.48089062039151,93
"149","REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS",0.0269348643679542,0.11571121105157,0.352487857583619,0.484823775367214,1.52923052247388,35
"150","REACTOME_APOPTOTIC_EXECUTION_PHASE",0.0220255396558589,0.0995305046712868,0.352487857583619,0.463182788761454,1.50152805888212,43
"151","REACTOME_AQUAPORIN_MEDIATED_TRANSPORT",0.532833020637899,0.862253435424167,0.0725351864394589,0.296227446285992,0.93399765442956,36
"152","REACTOME_ARACHIDONIC_ACID_METABOLISM",0.0150159595864368,0.0757173017380618,0.380730400722792,0.493539802192855,1.58511819318968,39
"153","REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION",0.852054794520548,1,0.0679922591544058,-0.191973951989795,-0.873369908244528,246
"154","REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES",0.000159085188039364,0.00254006016902851,0.518848077743792,0.588741515141592,1.94216873130783,45
"155","REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX",0.72680412371134,1,0.053347785067549,0.232576570628554,0.861712259957381,81
"156","REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS",0.561243144424132,0.886416465437476,0.0686325631836726,0.269725883988777,0.942535414823454,59
"157","REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA",0.362815884476534,0.692385691889482,0.0911073131586733,0.308350241501888,1.06329492052303,53
"158","REACTOME_AURKA_ACTIVATION_BY_TPX2",0.997782705099778,1,0.0504983044100709,-0.151017408190805,-0.571386948264117,67
"159","REACTOME_AZATHIOPRINE_ADME",0.815157116451017,1,0.0514264916187015,0.255434450803841,0.719656718474555,20
"160","REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS",0.0525328330206379,0.193184109699536,0.271288554688953,0.522824191984933,1.51991849487745,24
"161","REACTOME_BASE_EXCISION_REPAIR",1,1,0.0422468188360053,0.125450093619473,0.399306360874688,37
"162","REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING",0.99830220713073,1,0.0382416816260774,0.163179107596837,0.642543137185802,123
"163","REACTOME_BETA_CATENIN_PHOSPHORYLATION_CASCADE",0.984405458089669,1,0.0452247443372884,0.192285549798503,0.510675755314143,17
"164","REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM",0.868667917448405,1,0.0491927521045191,0.236359708656473,0.745236190145827,36
"165","REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS",0.00280180491711588,0.0228067073705313,0.431707695803346,0.637628621194916,1.81137955015999,21
"166","REACTOME_BIOLOGICAL_OXIDATIONS",0.0405064898076677,0.159037775556335,0.321775918075361,0.3297949919361,1.32081740902907,135
"167","REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN",0.926339285714286,1,0.0542315935495841,-0.196216373451025,-0.74540226457254,69
"168","REACTOME_BLOOD_GROUP_SYSTEMS_BIOSYNTHESIS",0.983706720977597,1,0.0472587336673259,-0.197957081115993,-0.532592039457454,16
"169","REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM",0.67097966728281,0.969277167039595,0.0605092988656667,0.293455840999912,0.826777542679108,20
"170","REACTOME_BUTYRATE_RESPONSE_FACTOR_1_BRF1_BINDS_AND_DESTABILIZES_MRNA",0.510721247563353,0.842118683589831,0.0766746872490091,0.361588373777652,0.960313534143439,17
"171","REACTOME_CA2_PATHWAY",0.643382352941177,0.95113821714772,0.062249042949858,0.266813928157626,0.886816551119484,46
"172","REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN",0.0980810234541578,0.300196870508253,0.208955027549354,-0.456025282324217,-1.37445009873808,24
"173","REACTOME_CARDIAC_CONDUCTION",0.390663390663391,0.71972216972217,0.105125131597001,-0.256850211361862,-1.02783579533253,98
"174","REACTOME_CARGO_CONCENTRATION_IN_THE_ER",0.311068702290076,0.626583155742676,0.103576326612592,0.368955434184189,1.08958031011683,27
"175","REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS",0.996581196581197,1,0.03863723737086,0.169129450026051,0.635639997998084,91
"176","REACTOME_CARGO_TRAFFICKING_TO_THE_PERICILIARY_MEMBRANE",0.730603448275862,1,0.0637845390312975,-0.254221552156293,-0.849587260629561,38
"177","REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY",0.028315462414212,0.120560946634734,0.352487857583619,0.59119343902626,1.61607437493161,18
"178","REACTOME_CA_DEPENDENT_EVENTS",0.0991735537190083,0.302446724546172,0.204294756516886,-0.438709282899344,-1.37020963731225,26
"179","REACTOME_CD209_DC_SIGN_SIGNALING",0.563600782778865,0.888042022865383,0.0718276293603809,0.348960267151549,0.909297094151962,16
"180","REACTOME_CD28_CO_STIMULATION",0.014592525300033,0.0757173017380618,0.380730400722792,0.523144426246272,1.62621985342869,33
"181","REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING",0.0155783685699634,0.0769282324228088,0.380730400722792,0.589726164671393,1.69723125653972,22
"182","REACTOME_CDC42_GTPASE_CYCLE",0.000670339941996324,0.00764506743371998,0.477270815362862,0.464008342047346,1.74230428600897,93
"183","REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6",0.555752212389381,0.881474535544746,0.0675188953767744,0.261699514322411,0.939948007601193,70
"184","REACTOME_CELLULAR_RESPONSES_TO_STIMULI",0.209408194233687,0.481577624498339,0.114266502484433,0.240041841319906,1.09228605844011,415
"185","REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS",0.376835236541599,0.710645977572542,0.0833634065110386,0.25348079084227,1.02997046797055,144
"186","REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS",0.209621993127148,0.481577624498339,0.122679189568808,0.311220946611976,1.15309510552288,81
"187","REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA",0.658273381294964,0.961704342653183,0.0601186142531851,0.251121786092401,0.889744208591703,64
"188","REACTOME_CELLULAR_SENESCENCE",0.145762711864407,0.386816282454575,0.149207542435322,0.322903122650811,1.21056821839913,87
"189","REACTOME_CELL_CELL_COMMUNICATION",0.492035398230089,0.826964757025307,0.0736212741014394,0.271388178905236,0.987841090460714,75
"190","REACTOME_CELL_CELL_JUNCTION_ORGANIZATION",0.854477611940298,1,0.0496901392724606,0.236707583962608,0.746622753850096,35
